id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
39523,"Students judge the relative size of decimal numbers by interpreting the fractional part as a whole number, leading to incorrect comparisons based on the magnitude of the string of digits.","A student judges 0.45 to be greater than 0.6 because 45 is larger than 6, or judges 0.4502 as smaller than 0.45 for similar whole-number pattern reasons.",decimal,decimal numeration,comparing decimals,student,Year 5 and Year 7,ESM_Stacey_2001_Effect_a,"KAYE STACEY, SUE HELME, SHONA ARCHER and CAROLINE CONDON",2001,Educational Studies in Mathematics,deficit,primary,"212, 213, 214",pdfs/ESM/ESM_Stacey_2001_Effect_a.pdf
39526,"Students view decimals strictly as discrete quantities and fail to grasp the continuous nature of number density, struggling to understand that another decimal can always be found between any two given decimals.","Students struggle to choose a number between 0.3 and 0.4 when using MAB, as the volume model does not naturally map to the continuous number line.",decimal,number density,continuous quantities,student,Year 5 and Year 7,ESM_Stacey_2001_Effect_a,"KAYE STACEY, SUE HELME, SHONA ARCHER and CAROLINE CONDON",2001,Educational Studies in Mathematics,deficit,primary,"206, 216",pdfs/ESM/ESM_Stacey_2001_Effect_a.pdf
39576,"Students treat a decimal number as two separated natural numbers divided by a point, comparing the parts independently.","Comparing 1.12 and 1.3 by independently evaluating the parts before and after the decimal point (1=1 and 12>3), leading to the incorrect conclusion that 1.12 is greater than 1.3.",decimal,comparing decimal numbers,Decimal point as a separator,student,ninth grade,MERJ_Hussmann_2018_Tracing,Stephan Hussmann & Florian Schacht & Maike Schindler,2018,Mathematics Education Research Journal,productive,primary,,pdfs/MERJ/MERJ_Hussmann_2018_Tracing.pdf
39618,Students treat decimal numbers as whole numbers during mental addition and simply insert a decimal point in front of their computed whole number answer.,"When calculating 0.5 + 0.5, students treat it as 5 + 5 = 10 and insert a decimal point in front to get the incorrect solution of 0.10.",decimal,addition,Mental computation,student,grades 3 to 10,MERJ_Callingham_2004_Developmental,Rosemary Callingham & Jane Watson,2004,Mathematics Education Research Journal,deficit,secondary,"81, 82",pdfs/MERJ/MERJ_Callingham_2004_Developmental.pdf
39624,"Older students sometimes consistently select decimals with fewer digits as larger numbers, potentially due to false analogies with fractions or negative numbers.","Considering all decimals with three places (thousandths) to be smaller than decimals with two places (hundredths), leading to the belief that 0.5 and 0.25 are larger than 0.625.",decimal,decimal notation,Comparing decimals,student,Year 5 to Year 10,MERJ_Stacey_2006_Case,Kaye Stacey and Vicki Steinle,2006,Mathematics Education Research Journal,deficit,primary,87,pdfs/MERJ/MERJ_Stacey_2006_Case.pdf
39631,"Students systematically choose the decimal with more digits after the decimal point as the larger number, ignoring place value and treating the decimal portion as a whole number.",Students would say that 4.125 is greater than 4.7 because the whole number 125 is larger than 7.,decimal,ordering decimals,Whole-number rule,student,Years 4 to 10,MERJ_Moloney_1997_Changes,Kevin Moloney and Kaye Stacey,1997,Mathematics Education Research Journal,deficit,primary,"26, 29, 34",pdfs/MERJ/MERJ_Moloney_1997_Changes.pdf
39633,"Students generally apply the whole-number rule to order decimals, but know that a decimal immediately followed by a zero is smaller, treating the zero as a placeholder but still failing to fully grasp place value.","When ordering 3.214, 3.09, and 3.8, a student correctly chooses 3.09 as the smallest but then incorrectly orders the other two using the whole-number rule, resulting in 3.09, 3.8, 3.214.",decimal,ordering decimals,Zero rule,student,Years 4 to 10,MERJ_Moloney_1997_Changes,Kevin Moloney and Kaye Stacey,1997,Mathematics Education Research Journal,deficit,primary,"27, 29",pdfs/MERJ/MERJ_Moloney_1997_Changes.pdf
39641,"Students experience difficulty connecting fractional quotients and physical models to decimal symbols, sometimes improperly expressing decimal quantities using money-like notation.","When modelling the answer to 7 / 5 using decimats, a student correctly models the quotient but incorrectly writes the decimal answer as 1.20 due to a preference for money-like notation.",decimal,decimal notation,Quotients,student,Middle School,MERJ_Wright_2014_Towards,Vince Wright,2014,Mathematics Education Research Journal,deficit,secondary,"649, 651",pdfs/MERJ/MERJ_Wright_2014_Towards.pdf
39647,"Students mistakenly apply whole-number principles to decimals, believing that a decimal number with more digits automatically has a greater value.","Asserting that 0.1815 is the greatest value among 0.09, 0.365, 0.4 and 0.1815 because they are using the rule 'more digits makes bigger'.",decimal,comparing decimals,Place value,PST,primary,MERJ_Kaminski_2002_Promoting,Eugene Kaminski,2002,Mathematics Education Research Journal,deficit,primary,143,pdfs/MERJ/MERJ_Kaminski_2002_Promoting.pdf
39675,"Students experience a tension and cognitive perturbation when their incorrect spreadsheet formula outputs values greater than one, conflicting with their expectation that dividing one by a counting number should yield a decimal less than one.","Sara's pervading school mathematics discourse suggested one output, that it should be less than one, while at the micro level of the investigation the output was greater than one.",decimal,division,Spreadsheet formulas,mixed,"first year, primary, pre-service students and ten-year-old students",MERJ_Calder_2006_Forming,"Nigel Calder, Tony Brown, Una Hanley, and Susan Darby",2006,Mathematics Education Research Journal,productive,primary,"105, 109, 110",pdfs/MERJ/MERJ_Calder_2006_Forming.pdf
39693,Students misplace the decimal point when dividing a decimal by a decimal.,Giving 31.33 or 0.3133 as the answer for 11.28 ÷ 3.6.,decimal,division,Decimal placement,student,sixth-grade,MERJ_Cai_1998_Investigation,Jinfa Cai,1998,Mathematics Education Research Journal,deficit,secondary,43,pdfs/MERJ/MERJ_Cai_1998_Investigation.pdf
39728,"Students create idiosyncratic, incorrect distributive recombinations when attempting to avoid working with decimal fractions.","When calculating 2.5 x 9 x 4, a student correctly converted 2.5 x 4 to 10 by finding '8 and 4 halves', but then incorrectly multiplied by 9 using the expression (9 x 8) + (9 x 2) instead of treating the 10 as a unified whole.",decimal,multiplication,Distributive property,PST,primary,MERJ_Kaminski_1997_Teacher,Eugene Kaminski,1997,Mathematics Education Research Journal,deficit,secondary,232,pdfs/MERJ/MERJ_Kaminski_1997_Teacher.pdf
39776,"Students perceive decimal fractions as familiar whole numbers, ignoring their unique place value and using a whole-numbers rule to compare them.","A student determines that 2.32 is bigger than 2.8 by explaining that 32 is bigger than 8, or states that 2.32 has ones, tens, and whole numbers from right to left.",decimal,decimal fractions,Ordering and place value,student,sixth-grade,IJMEST_Peled_1997_Forms,Irit Peled,1997,International Journal of Mathematical Education in Science and Technology,deficit,primary,"585, 588",pdfs/IJMEST/IJMEST_Peled_1997_Forms.pdf
39792,"Teachers incorrectly believe that division always makes a number smaller, or that one must necessarily divide the larger number by the smaller number.","Giving an answer of 0.1, 0, or 0.01 when dividing 0.5 by 0.5.",decimal,decimal division,Magnitude of quotients,in_service,grades 1 to 6,IJMEST_Nissen_1994_Jamaican,Phillip Nissen,1994,International Journal of Mathematical Education in Science and Technology,deficit,primary,"705, 706",pdfs/IJMEST/IJMEST_Nissen_1994_Jamaican.pdf
39838,Prospective teachers demonstrate procedural rather than conceptual understanding of decimal multiplication by relying solely on the rule of counting decimal places to justify the placement of the decimal point.,"When asked to justify the rule for the placement of the decimal point during multiplication (e.g. 0.1 x 0.1 = 0.01), responding '...count the numbers after the decimal places'.",decimal,multiplication,Decimal point placement,PST,elementary,IJMEST_Hourigan_2015_Addressing,Mairéad Hourigan & John O'Donoghue,2015,International Journal of Mathematical Education in Science and Technology,deficit,secondary,68-69,pdfs/IJMEST/IJMEST_Hourigan_2015_Addressing.pdf
39897,"Students demonstrate a lack of attention to the positional nature of the number system, failing to correctly place the decimal point.","Dividing 13.2678 by 2.34 without removing the decimal place from the divisor, or evaluating 125 ÷ 1/5 as 6.25, 62.5, or 0.625.",decimal,decimal division,place value,PST,elementary / primary,IJMEST_Hourigan_2013_Challenges,Mairéad Hourigan & John O'Donoghue,2013,International Journal of Mathematical Education in Science and Technology,deficit,primary,49,pdfs/IJMEST/IJMEST_Hourigan_2013_Challenges.pdf
40024,A student accurately shades the equivalent of one-tenth on a hundredths grid but mislabels it with the decimal notation for one-hundredth.,"A student colored in one tenth on the hundredths grid by coloring a row of ten of the one hundredths squares, and then incorrectly labeled it as '0.01'.",decimal,decimal notation,equivalency,PST,elementary,JMTE_McDuffie_2004_Mathematics,Amy Roth McDuffie,2004,Journal of Mathematics Teacher Education,deficit,passing,50,pdfs/JMTE/JMTE_McDuffie_2004_Mathematics.pdf
40067,"Trainee teachers struggle with decimal multiplication and place value, either adding the decimals instead of multiplying them or incorrectly calculating the place value of the product.","While some Australian trainee teachers added the decimals to get 0.5, the majority responded with 0.6 mm or 0.6 mm2 suggesting challenges with both the concept of multiplication of decimals and place value.",decimal,decimal multiplication,place value,mixed,primary,JMTE_Norton_2018_Primary,"Stephen Norton, Qinqiong Zhang",2018,J Math Teacher Educ,deficit,secondary,276,pdfs/JMTE/JMTE_Norton_2018_Primary.pdf
40110,Students struggle with decimal long division because the standard whole-number remainder notation obscures the fact that the remainder is a fractional part of the divisor that can be further divided.,"When moving to decimal division, students ""saw only the three [remainder]. They didn't see the three over four... because with remainder we write 3 in brackets.""",decimal,long division,transition to decimals,in_service,upper elementary (grades 3–6),JMTE_Cooper_2018_Can,"Jason Cooper, Ronnie Karsenty",2018,J Math Teacher Educ,deficit,secondary,"249, 250",pdfs/JMTE/JMTE_Cooper_2018_Can.pdf
40139,Students incorrectly think that a longer decimal is larger than a shorter decimal due to an overgeneralization of whole number properties.,"The longer the number the bigger the students think it is. Students will have difficulty working in the opposite direction to whole numbers (i.e., the more numbers added to the right of the decimal, the smaller the number is broken into).",decimal,comparing decimals,longer-is-larger,PST,elementary,JMTE_Stacey_2001_Preservice,"Kaye Stacey, Sue Helme, Vicki Steinle, Annette Baturo, Kathryn Irwin, Jack Bana",2001,Journal of Mathematics Teacher Education,deficit,primary,"211, 216",pdfs/JMTE/JMTE_Stacey_2001_Preservice.pdf
40275,"Students conceptualize infinite non-periodic decimals as 'infinite numbers', believing that infinite digits represent a never-ending process and erroneously identifying the corresponding number with an infinitely large quantity.","For many students, the infinite decimals are 'infinite numbers' and what lies behind this misconception is the idea that infinite digits represent a never-ending process and this leads to identify the corresponding number with an infinitely large quantity.",decimal,infinite non-periodic decimals,irrational numbers,PST,secondary or high school,JMTE_Moreira_2008_Academic,"Plinio C. Moreira, Maria M. David",2008,Journal of Mathematics Teacher Education,deficit,secondary,"34, 35",pdfs/JMTE/JMTE_Moreira_2008_Academic.pdf
40283,"A student inconsistently applies decimal rules during a partial products algorithm, misapplying the rule for placing the decimal point to intermediate steps while treating factors as both whole numbers and decimals.","When solving 0.2 x 8.0, the student sometimes treats 8.0 as 80, but records the decimal point at each intermediate step, erroneously claiming the intermediate answer is 16 but requires two digits to the right of the decimal.",decimal,decimal multiplication,partial products algorithm,in_service,fourth and fifth grade,JMTE_Es_2010_Influence,"Elizabeth A. van Es, Miriam Gamoran Sherin",2010,J Math Teacher Educ,productive,primary,"165, 166",pdfs/JMTE/JMTE_Es_2010_Influence.pdf
40318,"Students lack understanding of decimal density, incorrectly believing there are no decimal numbers or only one decimal number between two hundredths-level decimals.",Because 5 comes directly after 4. I mean there are no numbers between 4 and 5.,decimal,decimal density,number magnitude,student,sixth grade,IJSME_Alsawaie_2012_Number,OTHMAN N. ALSAWAIE,2012,International Journal of Science and Mathematics Education,deficit,primary,"1079, 1080",pdfs/IJSME/IJSME_Alsawaie_2012_Number.pdf
40324,"Students falsely believe that dividing by a larger decimal yields a larger quotient, reversing the effect of division when transitioning from whole numbers to decimals.","Three students knew that 0.05 is larger than 0.025, but considered that dividing by a decimal 'reverses the rule of division.' That is, 'dividing by a larger decimal makes the quotient larger.'",decimal,decimal division,effect of operations,student,sixth grade,IJSME_Alsawaie_2012_Number,OTHMAN N. ALSAWAIE,2012,International Journal of Science and Mathematics Education,deficit,primary,"1091, 1092",pdfs/IJSME/IJSME_Alsawaie_2012_Number.pdf
40354,"Students incorrectly generalize that multiplication always results in a larger product, believing the product of two decimal numbers less than one must be larger than the factors.","The product of multiplication is larger than the multiplicand and the multiplier, so the product of 0.9 × 0.9 is the most likely to be closest to 1.",decimal,decimal operations,multiplication of decimals,student,sixth grade,IJSME_Yang_2018_Sixth,Der-Ching Yang & Iwan Andi J. Sianturi,2018,International Journal of Science and Mathematics Education,deficit,primary,,pdfs/IJSME/IJSME_Yang_2018_Sixth.pdf
40396,Students erroneously conclude that 0.999... is strictly less than 1 by incorrectly generalizing the results of finite decimal sequences to an infinite context.,"0.9 < 1, 0.99 < 1, 0.999 < 1... So, by continuation of the procedure to infinity, the following conclusion is obtained: 0.99999999 ... < 1.",decimal,infinite repeating decimals,0.999... = 1,student,senior high-school,IJSME_Barahmand_2017_Boundary,Ali Barahmand,2017,International Journal of Science and Mathematics Education,deficit,primary,"580, 581",pdfs/IJSME/IJSME_Barahmand_2017_Boundary.pdf
40412,"Students interpret the place value of digits to the right of the decimal point by mirroring whole number concepts, treating the last digit as ones and assuming place value is divided by ten as they move left.","In 1.256, 1 represents one 0.001, 2 represents two 0.01s, 5 represents five 0.1s and 6 represent six 1s because 6 is at the back.",decimal,place value,mirroring whole numbers,student,grade 6,IJSME_Lai_2015_Hong,MUN YEE LAI and SARA MURRAY,2015,International Journal of Science and Mathematics Education,deficit,primary,"132, 136",pdfs/IJSME/IJSME_Lai_2015_Hong.pdf
40414,"Students treat the sequence of digits after the decimal point as whole numbers, erroneously predicting that 0.10 comes immediately after 0.9 on a number line.",Answering 0.10 instead of 1.0 when asked what comes next to 0.9 on a number line.,decimal,number line,sequencing,student,grade 6,IJSME_Lai_2015_Hong,MUN YEE LAI and SARA MURRAY,2015,International Journal of Science and Mathematics Education,deficit,primary,"132, 133",pdfs/IJSME/IJSME_Lai_2015_Hong.pdf
40416,"When learning the algorithmic procedure for addition and subtraction of decimals, students incorrectly believe that failing to align the decimal points will result in a single answer containing two distinct decimal points.","If not, you would have two decimal points in two different places and you do not know which place is for correct answer.",decimal,addition of decimals,aligning decimal points,student,grade 6,IJSME_Lai_2015_Hong,MUN YEE LAI and SARA MURRAY,2015,International Journal of Science and Mathematics Education,deficit,secondary,140,pdfs/IJSME/IJSME_Lai_2015_Hong.pdf
40470,Students judge or select a reasonable answer based solely on matching the visual form of the numbers rather than estimating magnitude.,A student chose 1.54 as a reasonable answer for 16.48 / __ because 'the decimal will be the same' (both have two decimal digits).,decimal,decimal division,reasonableness,student,eighth grade,IJSME_Alajmi_2010_Examining,AMAL HUSSAIN ALAJMI and ROBERT REYS,2010,International Journal of Science and Mathematics Education,deficit,primary,"127, 132, 133",pdfs/IJSME/IJSME_Alajmi_2010_Examining.pdf
40481,"Students falsely believe that multiplying by the number with the most digits or the largest integer part always yields the largest product, failing to consider the multiplicative relationship between the multiplicand and multiplier.","9,999 is a four-digit integer and is the largest integer among the numbers; therefore, the computational result of 9,999 * 9.999 is the largest.",decimal,estimation,reasonableness of computed results,student,5th graders,IJSME_Yang_2008_Study,"DER-CHING YANG, MAO-NENG LI and CHIH-I LIN",2008,International Journal of Science and Mathematics Education,deficit,primary,"799, 800",pdfs/IJSME/IJSME_Yang_2008_Study.pdf
40502,"A student counts up with decimals by treating the fractional part as an independent whole number sequence, leading to incorrect successive values.","Counting orally from 19.8 to 19.9, and then stating the next number is 19.10 (nineteen point ten).",decimal,decimal counting,decimal increments,student,"years 5 and 6, i.e. between the ages of 9 and 11",RME_OReilly_1999_Students',Declan O'Reilly,1999,Research in Mathematics Education,deficit,secondary,"24, 25",pdfs/RME/RME_OReilly_1999_Students'.pdf
40560,Students conflate exact irrational numbers with their finite decimal approximations because textbooks frequently present evaluation tasks without warning that the finite substitutions yield only approximations.,"Calculating the length of a circumference by adopting pi = 3.14 without realizing the resulting finite decimal is an approximation, not the exact irrational value.",decimal,irrational numbers,decimal approximations,other,secondary education (grades 6 to 9 and grades 1 to 3),RME_GonzalezMartin_2013_Introduction,"Alejandro S. González-Martín, Victor Giraldo & Alexandre M. Souto",2013,Research in Mathematics Education,deficit,primary,"243, 244",pdfs/RME/RME_GonzalezMartin_2013_Introduction.pdf
40585,Students conceptualize decimal numbers as whole numbers and indiscriminately apply whole-number subtraction procedures without attending to place value constraints.,"A student wrote the problem 18.2 - 1.82 vertically, added 0 to align it correctly, but then incorrectly took 2 from the ones instead of properly regrouping the tenths.",decimal,subtraction,regrouping,student,sixth-grade,MTL_Peled_2005_It's,"Irit Peled, Bracha Segalis",2005,Mathematical Thinking and Learning,deficit,secondary,"218, 226, 227",pdfs/MTL/MTL_Peled_2005_It's.pdf
40597,"Students compare decimals incorrectly by relying on whole number properties, such as the number of digits or the right-most place value.",Deciding that 4.21 is larger than 4.238 because hundredths are larger than thousandths.,decimal,comparing decimals,place value,mixed,"elementary school, ninth-grade, secondary, undergraduate",MTL_Harel_2005_Advanced,"Guershon Harel, Larry Sowder",2005,Mathematical Thinking and Learning,deficit,passing,41,pdfs/MTL/MTL_Harel_2005_Advanced.pdf
40630,Students overgeneralize from integer operations to erroneously believe that multiplication always produces a result greater than both factors.,"When asked whether multiplication always produces a bigger number, a student initially answers 'A bigger one', though the class eventually realizes 'It depends on the numbers' when decimals are involved.",decimal,multiplication,operation sense,student,fourth-grade,MTL_Bonotto_2005_How,Cinzia Bonotto,2005,Mathematical Thinking and Learning,deficit,primary,"318, 334, 335, 336",pdfs/MTL/MTL_Bonotto_2005_How.pdf
40632,"Students hold the misconception that in any division problem, the larger number must always be divided by the smaller number.",,decimal,division,operation sense,student,fourth-grade,MTL_Bonotto_2005_How,Cinzia Bonotto,2005,Mathematical Thinking and Learning,deficit,passing,318,pdfs/MTL/MTL_Bonotto_2005_How.pdf
